text,category,sentiment,length_bucket
this hdmi cable is perfect for sending image and video from my digital camera to my hdtv being told that it isn't necessary to spend outrageous money on hdmi cable has proven true i now have several inexpensive hdmi cables that work perfectly i would purchase additional cables from this seller in the future,electronics,2,1
i use this product daily as well i mix it with my thick foundation for light sheer summer coverage i have dry sensitive skin so this product has been perfect for me i can't recommend a better daily facial lotion especially for the price,beauty,2,1
very impressive performance for the price they do better than expected in lowlight conditions the lenses don't fog yet and the carrying case is anadded extra i might buy another pair for my sons,electronics,2,1
it won't curl my hair i set it at 15 and i wait and wait and wait and my hair falls flat my hair can curl with curling irons but not this one,beauty,0,1
it's good i would buy another ya it spills water if you turn it upside down and squeeze it but when do you do that when your in the woodsi recomend it to everyone,sports,2,1
i bought this because it was reduced it was an even lower price in the grocery store my son questioned the smell this is like no ocean smell i ever smelled now i am stuck with 4 of them,beauty,0,1
used to sell these at best buy for 79 you do the math a great protection for your equipment gave this to my daughter for stereo and tv,electronics,2,1
this is a quality made product that works well instructions for assembly not good but there is a great step by step video on you tube for assembly throws doubles as well as singles,sports,2,1
first trip i filled 2 3 of this cooler with ice then lay it on its side on a roof rack a day later i got it off the top of the car and although some ice had melted i was amazed that nothing leaked from the lid filled the cooler up with water at that point and 2 days later still had a little bit of ice second trip filled about 1 3 with ice and water to about 3 4 full next day most of the ice was gone even though outside temps were about the same as trip 1 so now i know not to skimp on ice i already don't like drinking water so if i have to it better be ice cold but i'm impressed the lid holds so securely the spout is easy to operate with one hand and our 5-year old has no problems with it handles feel sturdy and are comfortable enough to carry a full jug with just one,sports,2,2
i love this because of the sixteen foot cord so versatile in where you can use it highly recommend to anyone,electronics,2,1
i think this is a great watch strap for tough outside use where leather or fancy straps don't do well for the price it's a good value this strap lasts me about a year of tough use dave murray,sports,2,1
this product is great does what it says and doesn't make a mess it comes with a tube to fit on the spray nozzle so you can concentrate the rem-oil to your desired location rem-oil will definitely decrease the wear on metal-to-metal contact pros - great cleaning and lubing solution - spray can comes with a plastic tube you can attach for more precise applications- you can use it for just about anything this product works so well it will replace your wd-40 cons - none aside from price recommendation s suggestion s - use this to lube just about everything no not to be used on latex or humans - - in other words this product is superb,sports,2,2
this product is what it is it will hold your speed loaders the pouches are not 34 formed 34 and will crush when empty but i would have paid a lot more for something like that,sports,1,1
i've been using the aubrey bpg protein conditioner for a few years and really like it but i thought i would try this hrc based on the positive reviews it's gotten on the curl talk forum which is a site for those who don't use silicones or sulfates on their curly or wavy hair this has a wonderful rose smell that isn't too strong or cloying at all for me and i can be very sensitive to strong smells it also is extremely creamy and moisturizing and it leaves my hair feeling super soft since it is so thick it takes me a bit longer to rinse out but i love what it does for my hair great product,beauty,2,2
well made and just the right size it will probably last me forever since it's just an occasional item to use,sports,2,1
these weights are solidly built and are very useful i currently use them for p90x they are cheap and a great value,sports,2,1
nice and warm perfect for bumming around the house or out for a walk ride on a cool day they seem very well built and so far seem to resist pill-ing unlike regular sweats,sports,2,1
i saw a lot of negative reviews for this practice mat but it looks like they've updated the device because it worked really well for me first for the most part it's all one piece the putting mat is all one piece there is no gap or attaching of the putting surface you just unroll it it's not the best surface mine has been unrolled for days but is still 34 bumpy 34 from where it was unrolled but it's all one piece the only things you need to do is attach the tree-backdrop velcro is used here add a sticker for the bottom of the 34 hole 34 and stick in the flag i noticed the instructions were not applicable to the putting green i received the instructions talked about putting the ball-return in place etc but really this is plug and play i did notice a problem with the flag the hole that holds it goes down into the ball-return area so i just don't use the flag the neat thing about this is that if you mis-hit a ball into the 34 water 34 or 34 trap 34 it feeds the ball into the center area and shoots the ball back at you it's a powerful ball-return it seems to depend on where the ball is located once the ball-return kicks in sometimes the ball would roll back off the mat sometimes it would make it halfway it functions just fine even with the 34 bumps 34 in the mat i still made good putts it's more of a neat toy than a serious practice device the hole has an incline just before it so you have to hit the ball harder than you would normally i had some solid shots get hung up on the incline at the end your mis-hits have to be gentle i had a few roll up onto the back of the green and roll back down blocking the path of future hits sometimes balls would get hung-up on the ball return area i would just hit a second ball and the ball-return would shoot them back out for the most part i would recommend this toy it's nice to not have to walk back and forth for every shot just to get your ball the green surface isn't the thickest i've seen but it's ok it's a fun distraction rather than a serious training device and i think it would make a really good gift,sports,2,2
perfect fit and easy to install really helped at the range actually stoppen the musel flip proble i had and it was easier on the hand great product i ordered another set for another firearm,sports,2,1
i really like this rose water smells really good i use it with my oils for my hair and skin i wish the smell would last longer though,beauty,2,1
this double speed loader pouch is hard plastic and the covers pop up when opened giving you fast access to your speed loaders on the range they're great for quickly reloading and getting more rounds off that said the case is bulky hard and will probably jab you when you sit down these are fine for going to the range but too cumbersome for every day carry still for the specific purpose of practice and competition shooting these do their job well,sports,2,2
if you are thinking about buying the holster i would definitely recommend this calf strap it definitely helps stabilize the weight of the gun and keep it from wobbling,sports,2,1
i have had my visor deluxe in blue for about 1 1 2 years well i should say it is 1 1 2 years since i received my first visor i am on my 4th it is a joy to use easy to input data grafiti is easy to use the layout is simple the included software is intuitive to use and the usb connection is so simple to set up even i could do it but the first one the case cracked along the back after about one month the second one the screen went bad after three weeks the third one the case cracked and now i am on the 4th and it has a cracked case i am not at all rough on the unit i keep it in a case place it in my desk draw at work and keep it out of harms way in general i have never dropped one the three with cracks all developed cracks in different places handsprings customer service has been fantastic and they have happily sent replacement units each time but one must consider the durability of something that is designed to set in the palm of your hand if i do by another pda soon i will purchse one with a metal case like the plam vx or the visor edge,electronics,1,2
simple but effective this throws a fantastic spark and there is plenty of magnesium to start a lot of fires great value,sports,2,1
this is my second time ordering this and i use it with my nutrisonic brush it does not hurt if it accidentally gets in you eyes which is a plus no skin reactions just clean skin,beauty,2,1
this a great product i have had mine for over 5 years still going strong recently found these work great with the mac and itunes real drag and drop of files to and from it as a musician the recording feature on this is great i use is as a notepad for musical ideas then plug it into my mac and drag the recorded files into itunes which plays them perfectly it's just getting better with age buy one if you can find it,electronics,2,2
these shoes are not just hype they are everything te say and then a lot more they look great fell great and are buit to last i usualy go through a pair of shoes every 6 months give or take praticing capoeira name brand shoes generic shoes i go through the soles rip open the front pont where your toes are none have withstood as much as these they are going on a year now and they look like they can last another year easy highly recomend them the sole is padded for great comfort and performance,sports,2,2
i'm using this lock with a relatively new hp pavilion laptop and it seems to be a very nice product for what it's intended to do -- protect your computer in reasonably secure areas as others have said it won't stop a bolt cutter and it could probably be picked given enough time but in an environment like an office or restaurant it should be fine the cable is flexible and nicely coated so that it doesn't scuff surfaces the lock mechanism itself works smoothly and seems quite sturdy and it hasn't scuffed or scratched the laptop even after numerous uses the only real concern i see the lock mechanism is significantly bigger in diameter than older locks i've used so if there's some other connector very close to the security slot on your laptop you may not be able to use the lock and the connector at the same time,electronics,2,2
i'd been seeing people rave about this on hair forums forever but i never wanted to pay what they were asking for it i finally saw it for cheaper and i bought it i used it a couple of times as a reg moisturizer on dry hair and it was horrible not bad not okay but horrible i decided to try it on wet hair as a leave-in before giving up on it and it worked best that way i wouldn't buy it again though,beauty,1,2
this device did not work for me they use the electrical wiring in your home to send and receive the sound signal that electrical wiring can also carry a lot of noise from electrical appliances and even from light dimmers in an apartment the noise is increased by all the electrical devices used by the neighbours so in my case it was very noisy making this adapters a total waist of money i found a similar device that uses 2 4ghz and it works great for me but the device called dualjack could potentially interfere with other 2 4ghz signals like a computer wireless land or even wireless phones so far i have not had any interference you have to try them and see what works for you joaquin arosemena,electronics,0,2
gave our older grandsons swiss army knives so found this one for a much younger fellow he was so thrilled to have something like the big boys,sports,2,1
but the stitching was irregular on the front i thought the company produced good products but i was mistaken when i bought this item next time i'll just go to bestbuy for a camera case,electronics,0,1
perfect add-on for a canon eos rebel t3 this lens will take super-awesome photos close up well worth the money,electronics,2,0
great cable no problems or issues does what it needs to do not expensive i've bought many belkin products with no complaints,electronics,2,1
i bought mine a few years ago it's absolutely great even my kid boy age 15 loves it it's very therapeutic and relaxing i love steaming my face and then cleansing with a clay mask or using the oil cleansing method very good buy and i don't feel the need to spend almost 200 for a professional brush this works well enough for me and i am quite satisfied,beauty,2,2
this disc could not be read in either of my dvd players refund requested would not pruchase this item do not buy,electronics,0,1
this is a pretty good product i've used other shampoo bars before and this is the best so far but i opt to find even better so still on the search for the perfect shampoo bar i have curly wavy frizzy hair so i need something with alot more moisture but if you have fine hair or normal hair then this product is a-ok,beauty,2,2
exceptional quality and very precise fit and finish once they have been mounted removing the scope is fast and easy scope returns to zero each time the levers can be rotated after they have been tightened for a perfect fit,sports,2,1
bought this because i was concerned that just securing a rack with 5 bikes via one secrew was a recipe for disaster on a long road trip but the pin didn't loosen at all during our recent trip and i assume the original pin which came with the rack would have stayed securely fastened too if someone wants to steal a rack they'll find a way and this won't stop them but it provides peace of mind by adding a second thing that has to break before your rack falls off the car if the screw fails,sports,2,2
it works great on my gp100 it's cheaper than i can find locally and seems to be great quality just like all other hks products i have bought,sports,2,1
this is a nice alternative to moose or gel for my long hair it is not sticky at all but puts a little product in my thin hair,beauty,2,1
i have one for every caliber i own and just got one for my 5 56 not a replacement for traditional cleaning but they are great when you are out and need a quick cleaning job i highly recommend boresnakes just put them in the washer when need to,sports,2,1
twice the thickness of the light night cream --- somehow makes skin feel moisturized for a long time but absorbs enough so it is not so sticky excellent very neutral scent with no unscented-chemical smell to annoy or interfere with colognes as with all neutrogena products not a problem for my acne-prone skin,beauty,2,1
this lotion is delicious - it has a wonderful smell its thick and softens your hands like nothing else it doesn't leave an oily residue - the only drawback is the high price - which is really quite high - but it is worth it,beauty,2,1
i would love to buy this movie as i have been to hannibal missouri and been to all the mark twain atractions to buy this movie would be a real treat but if it's pan scan forget it i dont buy full screen movies unless it's made for tv i think mgm should of included a widescreen version of the movie what a joke,electronics,0,2
this lens is cheap and for a reason it won't focus sharply when the aperture is wide open so it's hard to get shots with a narrow depth of field but sharp focus on the subject its high f-number means you pretty much need sunlight or a tripod to avoid camera shake and forget about action shots unless it's full sunlight it also has very bad chromatic aberration this may be corrected by a uv filter but i haven't tried it it shows purple halos around dark objects when they're set against a bright background the lens does have very nice autofocus though it's very fast especially after it's found the general distance of your subject and it just has to make minor corrections for different shots overall this is a good lens for learning to frame shots and use a zoom lens but its quality is low and it's not good for much more than learning,electronics,0,2
the finepix 1300 offers good image quality and enough features to satisfy most casual photographers the camera's size is convenient for carrying along on the spur of the moment it's fairly easy on the rechargeable nimh batteries i use with it the flash works well the camera's menu system is simple enough for almost anyone to grasp the built-in lcd isn't huge but it does a good job of viewfinding reviewing photos and displaying menus buy a larger smartmedia card and you can store tons of photos before you need to download them to the computer 32mb and 64mb smartmedia cards are quite reasonably priced right now photos are stored as jpeg files so it isn't even necessary to use the software that comes with the camera i insert my smartmedia card into a zio smartmedia reader and transfer photos directly from the card or even open them in photoshop without trasferring them first it works great on both macs and pcs and saves battery power since you don't have to power up the camera to do a transfer the only features i might add are an optical zoom and a better macro mode for very close shots great little camera,electronics,2,2
i am in love with this color because not only is it a soft lilac it has undertones of blue so the color stands out beautiful,beauty,2,1
was purchasing this and received makeup sponges still don't know if these would work i can only assume they work,beauty,0,0
i have this little switch installed under my desk to connect my pc and various peripherals external hard drive printer fax etc has given me years of reliable service,electronics,2,1
this mask is very comfortable for long wear its designed so that the bottom rests just below your lip testing the seal on this yields excellent results filters are easy to replace,sports,2,1
owned one of these for about 4 years and dropped it several weeks ago replaced it with another one last week works great on all bands ssb and synchronus detection would be a nice addition though,electronics,2,1
i bought two for a vacation in alaska last summer they seemed perfect for what i was wanting according to the description and published specs but they saw very little service because of the difficulty finding the target keeping it steady and focusing focusing was extremely hard we could not use them at all and we both tried a more expensive and higher quality binocular may have worked even an inexpensive 7x50 would have been okay for what i wanted bushnell makes good stuff but this 10x32 binocular did not work for us,electronics,0,2
these pens work great for cleaning camera lens' and they fit into most cases so you can take it with you would purchase again,electronics,2,1
i bought this to put a sling with shell holders on and very pleased how quick and easy the installation was very happy,sports,2,1
and then it moves erratically or will only go sideways drives me nuts i will get the expert mouse trackball wish they had an optic one,electronics,0,1
not as bright as i thought they would be but easy to see in low light have put them on three of my handguns a must have for concealed carry or home protection also help a lot at the range,sports,2,1
this hair color gives me the best shine my hair has ever had it covers up my grays pretty well and with the use of pureology shampoo it seems like my color sticks around for awhile it gives my hair a dark brown with a slight auburn color,beauty,2,1
i have used both western digital green 1tb and seagate barracuda 7200 11 1tb in dlink 323 nas device for about a month these are my experiences seagate didn't need firmware update packaging wd was packaged very well with cushion padding where as seagate was packed really lousy i had ordered 2 drives in each brand and one of the seagate boxes looked like it was opened already may be it was human error while packaging i didn't bother noise seagate is noisier than wd but it is much smoother than wd meaning wd produced lot of hard clicking sounds that really irritated me both drives may be just the two i received were defective clicking sounds from seagate felt normal to me and it was muffled heat seagate got much hotter than wd i figured wd didn't produce as much as heat because it uses intelliseek that runs the motor at optimal slower speeds rather than the advertised 7200rpm speed i couldn't compare speed as i was running wd in raid1 and seagate as standard drives overall i am very happy with seagate mainly because of its much smoother operation and brand reputation hope this review helps,electronics,2,2
great fitting long lasting socks comes in many colors besides when you take off your shoes and someone sees your socks they know you have great taste in tootsie accessories,sports,2,1
ordered this item as an economical substitute for a ka-bar the received blade is 7 long x 1-1 4 wide x 3 8 thick the design is a basic clip-point with a sharpened false edge it has been parkerized edge bevel appears good knife arrived factory sharp it is stamped at the base with ontario and usa being carbon steel it will hold an edge well and be sharpen easily because it is carbon steel it will rust easily so light oiling is mandatory the guard appears to be a thick piece of stamped steel the handle is just shy of 5 in length and 3-7 8 circumference it is painted black and feel slightly tacky gripping is very comfortable the tang appears to be anchored by a large pin at the pommel side the end of the tang is flush with a rectangular hole at the base of the pommel it is not peened pob is approximately just behind the guard the sheath is heavy-weight leather single-stitched with spaced rivets and well made fit of the blade to guard to handle is very tight with little visible seams the knife is light in the hand due to the pob behind the guard construction appears overbuilt and robust for the money this is a good substitute for a ka-bar,sports,2,2
i uploaded all of united states and canada via garmin and have all the space i need for my gps,electronics,2,0
at first this brush was way to rough for my face i don't have overly sensitive skin and my last brush was super soft but i stuck with this brush and within a couple weeks i found that i liked it better i think now that my last brush was too soft it didn't exfoliate as well as this one does plus i think it softened up a bit now that it's summer i especially like having this one around for better cleansing my only problem with it is that i have a small face and it's a bit big i'm 29 and short and still wear kids sized glasses my last brush had a smaller head which i found easier for scrubbing all areas of my face especially around my nose,beauty,2,2
these are the most bass heavy headphones i've ever used and i've used and owned a lot of high end headphones including grado up to sr-225 sennheiser hd-535 hd-570 hd-580 hd-595 hd-600 and a high end denon of which i can't remember the model number for a bass enthusiast this set is what i'd recommend - sony mdr-v700djthey aren't as clear at the higher end sennheisers i've owned but they are at least in the same ball park of quality they aren't destroyed by the sennheisers as far as clarity but they do have much more bass than the sennheisers sennheiser prides itself on making a flat eq meaning typically not much bass if you're a bass hound just sick with these sonys i had a high end pair of denon's too and they weren't as all around good as the sony's in my opinon with the 50mm drivers you can actually feel them vibrating on your head with a good bass lick --- i've never felt that with any pair of headphones they are quite comfortable too use caution when buying these headphones used or on ebay there are a lot of imitation chineese ripoff brands that are exceptionally cheap in build quality in comparison but look like a very good counterfeit most negative reviews on these headphones have got to be from the chineese knockoff imitations sold new and used on ebay because my set is over a year old now and work perfectly after being dropped a couple times even they are durable and imo of very high quality,electronics,2,2
a fast easy and safe way to clean the bore of a gun i bought one for each caliber gun i own,sports,2,1
perfect dark easy to remove great quality cheap one of the best adhesives i've used so far also it came pretty fast,beauty,2,1
i wanted to buy linksys's quot compact quot kvm switch because i thought the case looked cooler and i wanted to be able to switch between pcs by pressing my ctrl key twice however one of my two pcs uses a serial mouse and at keyboard so i had to get this one which includes one set of adapters instead because the quot compact quot switch only supports ps2 mice and keyboards much to my surprise it uses the same keyboard hotkey as the compact switch although i never saw that feature advertised anywhere because of this i was able to drop the switch which really isn't very big at all behind my desk out of sight -- i never have to touch it if there's any degradation to my high-resolution screens i can't tell,electronics,2,2
the batteries worked well and i was happy with the shipment this purchase was as i expected when buying batteries,electronics,2,0
this is simply a must have if you are a trap or skeet shooter it makes cleaning of the barrel a breeze,sports,2,1
this mic sounds surprisingly great it picks up a wide range of frequencies very nicely my only complaint is that it is easy to lose but there's nothing the manufacturer could do about that,electronics,2,1
i have always used wet system vhs head cleaner cassettes since i can remember but i have found the maxell vp-100 vhs dry tape video head cleaner to work just fine generally if you use a higher grade tape for home recording you are not going to run into problems in fact playing a high quality tape through your machine will actually clean your tape heads most times when problems develop is when you rent tapes or play pre-recorded budget tapes in your vcr you may notice picture deterioration or even loss of picture sound and tracking by playing contaminated tapes or tapes of an inferior quality where the oxide gets transferred to your video heads linear audio heads rollers and guides in these instances wet system vhs head cleaner cassettes have always corrected the problem for me but i have found that this maxell dry head cleaner corrects those issues just as efficiently and completely this maxell vp-100 vhs dry tape video head cleaner really does work and you can maintain your unit and fix the problem on your own i have found that for best performance it is best to use dry head cleaners as part of a routine maintenance of your vhs player recorder this allows you to stop build oxide up before it becomes a major problem i have not had to use a wet cleaner in over 14 years now,electronics,2,2
the epic qd cg is the epic model that i bought with the quartz date imprinting which i've never used and the attractive metallic quot champagne gold quot finish that aren't in the base model but without the quot panoramic quot image-cropping in the more expensive dlx model the f 2 8 lens is sharp and bright and the camera is small enough to carry in my pants pocket but the feature i like best is the accurate exposure system the default automatic mode uses fill flash effectively you can also force the flash off or on or combine foreground flash with long exposure for night scenes the flash is bright enough to reach 27' with iso 400 film and its brightness is automatically reduced to prevent overexposure of subjects as close as 1 1' the flash is close to the lens so you should use the red-eye-reduction mode when the ambient lighting is dim and your subject's pupils are dilated using this mode i have never shot a subject with red eyes if you don't absolutely need a zoom lens this is a handy camera that takes great pictures,electronics,2,2
purchase was for a major brand product and much less than retail i would buy here again,electronics,2,0
this allows you to hold the case in a drill after de-capping and spin the case against some steel wool instead of spending more money and buying a tumbler and media to clean the outside of the case no chance of getting cleaning media trapped in the case when reloading and raising the pressure through the roof it also allows you trim the case to the correct length while that isn't needed so much in revolver cartridges like the 357 mag it is needed in the automatics like the 9 mil and rifle cartridges,sports,2,2
it looks like oil on the bottle but i after you take the makeup off it absorbs fast in to the skin not oily after 3 minutes,beauty,2,1
i too love my 990 i bought it to replace my 950 which was a wonderful camera i agree with others that the 990's menu system takes some time to master if you really want to maximize the potential of this camera you can use the auto mode to take great pictures right out of the box though this camera just like the 950 is a hog for batteries i like the fact that i can carry regular aa batteries as an emergency backup but better yet get two sets of rechargeables i use the camera to take quot crude quot pictures of radiographs and intraoperative pictures the ability to select for light source makes this much easier it does a very good job for the radiographs and takes excellent surgical pictures great color accuracy the flash unit is fairly weak so consider trying to get the elusive external flash adapter hard to find in stock that's my only complaint with these nikon digital cameras the accessories are sometimes very hard to get,electronics,2,2
i have been a cisco linksys loyalist after d-link cut one too many corners on me in 2005 so the need to extend my wrt-54g's ports out to an effective 7 meant buying a small 4 port from linksys and to buy it through amazon well i plugged the puppy in on the same strip as my wrt54g and my cable modem and immediately noticed a low but irritating hum coming from the power brick i gave it a week or so to ensure that normal house noise would cover the noise no joy if i'm in that room studying i can hear the buzz i called linksys tech support and they said 1 no known issues existed with the power supply brick and 2 i was supposed to go to a local electronics store and buy a replacement brick to diagnose the problem nope that doesn't work for me my solution - i'm ordering a replacement unit today from amazon and will return one or both while linksys is now cutting corners like d-link i have faith that amazon won't they recently took care of a kindle issue that was more my fault than theirs,electronics,0,2
this product is decent if your skin is mildly dry but it doesn't effectively heal the skin of the moderate-high dry-flaky kind even after i apply this to my face or neck where my skin is dry and flaky it's as though it dismally staved off and forestall the inevitable shedding of the skin i apply this liberally both in the morning and at night like it suggests but haven't had impressive results i gave this product two stars because it is decent against mild-dryness but that's the limit of cetaphil's capability also i will admit one jar lasts me a very long time even after applying a liberal amount twice a day it's taken me months to topically consume the entire jar it's probably the most long-lasting durable product i've possessed but there may be a reason for this one reviewer noticed that his didn't contain a foil seal and may have been a counterfeit product looking back i also don't remember ripping open a foil seal on mine,beauty,0,2
i purchased 3 different pairs of speed loaders for 3 different revolvers this one and the 6 round speed loaders work perfectly but the 7 round one is difficult to lock the rounds in place that being said this is a beautiful speed loader the rounds lock in with a light twist and fall out just as easily this one is also the easiest to load fast in practice most likely due to only having to get 5 rounds in the cylinder holes instead of 6 or 7 but it's still very easy to use fast as easy as it locks the rounds in place it unfortunately opens just as easily tried carrying it a bunch of different ways and so far i had one release the bullets when being carried inside a vest pocket that's a major bummer but carrying in a side speed loader pouch or even inside my pants pocket seems to work just fine,sports,2,2
coghlan's magnesium fire starter is a failure of a product if your life were to depend on it to start a life saving fire in general magnesium is a great method to start a fire and anyone who travels in the outdoors for backpacking or camping should have numerous methods to start a fire i have used magnesium fire starters from other companies numerous times and they have worked flawlessly the problem is with the coghlan's brand i have experienced on three separate occasions with three different coghlan's magnesium fire starters that the striker rod detaches from the magnesium bar for people that do not have redundant fire starting methods and are counting on this product they may be in for a big surprise if the striker rod gets lost as they will have a difficult time igniting the magnesium it appears that the rod is poorly glued in to the magnesium piece if coghlans were able to properly secure the rod to the magnesium this would be a great product but it is too undependable especially for a survival situation when fire is absolutely needed due to the problem listed above i do not recommend coghlan's magnesium fire starter i have successfully used magnesium fire starters from other companies that worked great stay away from coghlan's,sports,0,2
i can't find a compelling reason to recommend a higher priced model than this one sound and picture as rich as can be it is worth hooking up to a stereo system if you have one near your television remote features are excellent allowing for more tricks than you'll use chose this after too many negative reviews of low price sony models i'm sure everything is fixed but i wasn't going to take a chance over the holidays wasn't a toshiba fan before this purchase simple sony prejudice but now i'm willing to spend the big bucks on one of their large tv's you'll enjoy this player and its price,electronics,2,2
yes my title is exactly what you will feel like after using this the peppermint is great and not too strong i used this in the morning shower to wake me up,sports,2,1
perfect for range use no need to break down gun just swab between rounds gets a lot of stuff out of the barrel in the first pass,sports,2,1
this grip insert was easy to install even with having to do a small cut out on the mag release it looks like it was made for the gun as original equipment and adds a good feel to the grip,sports,2,1
after reading so many positive reviews about this product i decided to take the plunge and order this product just didn't agree with me i have combination skin which this product is formulated for as stated in the description however it left my skin feeling extra dry in addition after using this product for a few weeks i started to break out unfortunately it didn't work for me,beauty,0,2
my son ordered these to help with his dribbling skills he says they work well as they don't allow you to look down at the ball when dribbling--you have to keep your eyes forward i think they were a little expensive as they are just made of plastic but they have stood up to lots of use and sweat,sports,2,1
i'm rather lazy at washing my face so this product is great at removing makeup at the end of the day when i'm too tired to wash it after using it for a while i think it actually is doing a better job at cleaning my face than soap and water super fast super easy,beauty,2,1
i did not expect much i thoight to myself what should i expect for less then 25 a pair oh my god with the correct persoonal ajustments to your mp3 player the sound is no less then awesome the sound is clear as a beel right accross the spectrum if you are not careful the bass wil completely blow you away i have ear phones that cost upwards of 300 and they do not come close they are comfortable and stay on your head at the gym not matter what part of the circut you are on buy them and then buy some more i am not kidding after i finish wring this review i am going to order two more pair oh yes buy the extra foam ear-pieces,electronics,2,2
this must be a popular shampoo as it has been around for decades i use this as my 'cleansing shampoo' to cleanse out product build up i have used it as a body wash also it is gentle on the hair and has a pleasant fragrance awapuhi hawaiian ginger is sustainably grown in hawaii for this paul mitchell product my husband has been known to buy it in the gallon jug he loves it so much and has turned down shampoo after shampoo for years with a loyal 'yes' for this awapuhi shampoo,beauty,2,2
this item offered here recoton adf1650 50 1600w dual wattage travel converter is actually two different converters built into one package at low setting up to 50w it uses a small ac transformer to convert 220v sinusoidal waveform into a 110v sinusoidal waveform this is the preferred approach which works well for any low power appliance to handle higher power however the ac transformer must be made bulkier and heavier around 20 pounds just for 1000w this makes it impractical as a travel voltage converter for large-wattage appliance therefore another method is used by this converter at high setting 50-1600w this convert simply uses a solid-state switch inside to chop off part of the 220v sinusoidal waveform the resulted waveform as seen by the appliance is highly distorted and is far from an 110v sinusoidal ac voltage for a purely resistive appliance such as travel iron or water heater it works just fine irregardless of different voltage waveform but if you ever try to power an electronic appliance such as tv computer or battery charger with this distorted 220v waveform it will probably be fried in an instant the product manual did warn against using the high setting for any electronic appliance exceeding 50w so legally the company is covered my advice is to stay away from this potentially destructive product - unless you are really really careful about what to plug in chances are sooner or later somebody will forget about this warning and plug a xbox into this converter - only to get a big boom if you must bring electronic appliances with your oversea trips make sure they are rated for universal voltage of 100-240v ac that way you can safely use them in other countries without the need for a volatge converter power supplies for most portable electronics laptop camcorder cell-phone electric shavers etc are already designed for universal voltage although some of them may require you to physically flip a switch but don't forget even if you don't need a voltage converter you still must bring a set of plug adapters for foreign countries for example consider thetravel smart polarized adapter plug 5 piece setfor this purpose,electronics,0,2
all 3 arrived in great condition and i use quite a lot of this product in the summer time i have tried so many other costly sunscreen products and found them all to be rather sticky i am handicapped and like to sit outside in good weather i used to freckle up so much even though many sunscreens say up to 30 minutes but with this light formula i don't have to use very much and i don't look like our dalmatian this is sort of funny but when i used other sunscreen products my sweet dog didn't like the smell and she wouldn't sit real close to me out side animals are very sensitive to smells it is a very nice product and i'm sure that other customers will enjoy it also as the moisturizer keeps the skin so nice and soft,beauty,2,2
i have been an audiophile since i was a teen over 20 years having owned some truly high end amplifiers like bryston audio research and currently in my main system a mcintosh mc162 all phenomenal amps i also happen to own an audiosource amptwo and an ampone both superb amps for the money the only difference with the amptwo is that it has left and right channel lit vu meters that measure watts output and 'headroom' in db units very cool indeed other than this the ampone is identical to the amptwo the ampone is set up in my home office connected to higher end equipment like parasound and a denon hdcd player my speakers are the very venerable and respected bookshelf horn speakers the jbl hls-610 which is very well balanced and revealing of source material and equipment and lastly i run fairly expensive 'straightwire' interconnect cables between my components that said i have been blown away by the quality and neutral sound of this amplifier the amp sounds detailed accurate warm sweet and powerful - attributes usually found in more expensive high end amplifiers as mentioned above usually costing thousands of dollars quite an amazing feat for this solid little affordable audiosource that satisfies even high demand audiophile ears like mine moreover i have tested the ampone and amptwo while driving difficult power hungry loads such as magneplanar 4 ohm speakers and they performed beyond my expectations kudos to audiosource for providing one of the truly 'best bang for the buck' deals in stereo amplification out there i highly highly recommend this product,electronics,2,2
its chalk if you need it you know what to expect all probably comes from the same place jsut good to have a lot around,sports,2,1
this stuff smells awesome and gets my dog feeling great after her bath i love the way it makes her fur feel i know there are some concerns about it having 34 suspicious 34 ingredients in it despite it's claim to be all natural but i looked up all the ingredients in it on my favorite site paula's choice and the ingredients in question are mild and gentle and can be derived from natural sources so i felt fine with buying it for my dog her skin has not had any bad reactions to it and it really does clean and condition her coat well,beauty,2,2
this the 2nd logictech cordlees trackball mouse i have had in the last 8 years the 1st one lasted me 8 years until i purchased this one in july 2010 the 1st one i had dropped alot of times over the years and it was very durable the mouse is so comfortable and easy to use you can lean back in a recliner and use the mouse easily there or anywhere the only negative thing i can say about it is after a few years of use it kinda looses it precision some it still works good but the thumb ball does not move as smooth as when it was new otherwise i can truly say it is a quality item,electronics,2,2
i discovered this shade at our local nail salon and i'm glad amazon of course has it true pink shades look awful on my nails because my skin tone goes best with warm shades of color and this is perfect this is my go to color because it looks great with everything in my wardrobe and can worn in every season i would definitely recommend this to a friend,beauty,2,2
this aveeno soap makes my face smooth and babylike this is the only soap i trust my face with i'm very picky when it comes to facial cleansing it also made my face a little lighter but overall i'm a satisfied customer delivery was extremely fast,beauty,2,1
this big round brush is great for styling long hair wavy or not it manages hair easily doesn't scratch at scalp like some other brushes would the feel of it's weight is ok the combining of natural bristles with longer sinthetic bristles accomplishes great combing and smoothing of hair,beauty,2,1
